title,title_id,year,thumbnail,topic,file,author,level,alttext
"Permutaciones y combinaciones","Permutaciones y combinaciones",2018,Logo-ommags.png,Combinatoria,Permutaciones-y-combinaciones-1.pdf,"E. Delgado, I. Gómez, D. Rodríguez",Básico,"Combina, permuta y repite."
"Permutaciones y combinaciones","Permutaciones y combinaciones",2008,Logo-omslp.png,Combinatoria,Permutaciones-y-combinaciones.pdf,"Desconocido",Básico,"Hay que cambiar cosas de lugar aquí."
"Polinomios","Polinomios",2018,Logo-ommgto.png,Álgebra,Polinomios.pdf,"Pablo Meré Hidalgo",Avanzado,"Muchos monomios."
"Potencia de punto","Potencia de punto",2022,Logo.png,Geometría,Potencia-de-punto.pdf,"Alfredo Hernández Estrada",Intermedio,"Es como semejanza, pero con algo más."
"Potencia y eje radical","Potencia y eje radical",2011,Logo-acm.png,Geometría,Potencia-y-eje-radical.pdf,"Carmela Acevedo",Intermedio - Avanzado,"Un punto potente."
"Preálgebra","Prealgebra",2020,Logo-ommags.png,Álgebra,Preálgebra.pdf,"Lilia Susana Castañeda Castañeda",Básico,"Alguien tuvo la fenomenal idea de meter letras entre los números."
"Primer entrenamiento de combinatoria","Primer entrenamiento de combinatoria",2017,Logo.png,Combinatoria,Primer-Entrenamiento-de-Combinatoria.pdf,"Owen Yael Mireles Briones",Básico,"Comencemos a contar."
"Principio aditivo y principio multiplicativo","Principio aditivo y principio multiplicativo",2014,Logo.png,Combinatoria,Principio-aditivo-y-principio-multiplicativo.pdf,"Desconocido",Básico,"Comencemos a contar."
"Principio de casillas","Principio de casillas",2018,Logo-ommags.png,Métodos de ataque de problemas,Principio-de-las-casillas.pdf,"E. Delgado, I. Gómez, A. Ibarra, R. Muñoz, D. Rodríguez",Básico,"Las palomas que volaron por aquí ya encontraron su palomar."
"Principio de casillas","Principio de casillas",2010,Logo-ommgto.png,Métodos de ataque de problemas,Principio-de-casillas.pdf,"Desconocido",Básico - Intermedio,"Las palomas que volaron por aquí ya encontraron su lugar."
"Principio de inclusión-exclusión","Principio de inclusion-exclusion",2020,Logo-ommags.png,Combinatoria,Principio-de-inclusión-exclusión.pdf,"Erik Orson Delgado Romo",Intermedio,"Quítale, ponle, quítale, ponle..."
"Principio extremo: máximos y mínimos","Principio extremo: maximos y minimos",2018,Logo-ommgto.png,Métodos de ataque de problemas,Principio-extremo-máximos-y-mínimos.pdf,"Desconocido",Básico - Intermedio,"¡Extremooo!"
"Principio extremo","Principio extremo",2020,Logo-ommgto.png,Métodos de ataque de problemas,Principio-extremo.pdf,"Sebastian Sánchez Lara",Básico - Intermedio,"¡Extremooo!"
"Principios básicos de conteo","Principios basicos de conteo",2010,Logo-ommgto.png,Combinatoria,Principios-básicos-de-conteo.pdf,"Desconocido",Básico,"Comencemos a contar."
"Principios de conteo","Principios de conteo",2022,Logo.png,Combinatoria,Principios-de-conteo.pdf,"José Eduardo Payán Sosa",Básico,"Comencemos a contar."
"Probabilidad","Probabilidad",2018,Logo-ommags.png,Combinatoria,Probabilidad.pdf,"E. Delgado, I. Gómez, D. Rodríguez",Básico,"Muy probablemente ya lo sepas."
"Productos notables","Productos notables",2019,Logo-ommags.png,Álgebra,Productos-notables.pdf,"Desconocido",Básico - Intermedio,"Por más notables que sean, los productos no están a la venta."
"Propiedad distributiva","Propiedad distributiva",2020,Logo-ommags.png,Álgebra,Propiedad-distributiva.pdf,"Daniela Maribel Trancoso Cervantes y Ana del Socorro Viramontes Medina",Básico - Intermedio,"Distribuye tus problemas, y tus expresiones,."
"Puntos y rectas del triángulo","Puntos y rectas del triangulo",2020,Logo-ommags.png,Geometría,Puntos-y-rectas-del-triángulo.pdf,"Daniel Tzoali Arroyo Valdivia",Intermedio,"Buenos puntos, buenas rectas."
"Puntos y rectas importantes del triángulo","Puntos y rectas importantes del triangulo",2019,Logo-ommags.png,Geometría,Puntos-y-rectas-importantes-del-triángulo.pdf,"Desconocido",Intermedio,"Unos puntos importantes, con líneas importantes."
"Puntos y rectas notables del triángulo","Puntos y rectas notables del triangulo",2020,Logo-ommgto.png,Geometría,Puntos-y-rectas-notables-del-triángulo.pdf,"Israel Bonal Rodríguez y Jesús Antonio Martínez Miranda",Básico - Intermedio,"Hay puntos importantes que nombrar."
"Reducción al absurdo","Reduccion al absurdo",2005,Logo-acm.png,Métodos de ataque de problemas,Reducción-al-absurdo.pdf,"Adolfo Rodríguez",Intermedio - Avanzado,"¿Qué tan absurdo se puede volver?"
"Relaciones de recurrencias","Relaciones de recurrencias",2018,Logo-ommags.png,Métodos de ataque de problemas,Relaciones-de-recurrencias.pdf,"E. Delgado, I. Gómez, A. Ibarra, R. Muñoz, D. Rodríguez",Intermedio,"Pienso en esto recurrentemente."
"Repaso de divisibilidad y leve introducción a residuos","Repaso de divisibilidad y leve introduccion a residuos",2019,Logo-ommags.png,Teoría de Números,Repaso-de-divisibilidad-y-leve-introducción-a-residuos.pdf,"Desconocido",Intermedio,"Lo que sobra importa, sobre todo cuando repartes."
"Repaso de progresiones y otras sumas","Repaso de progresiones y otras sumas",2019,Logo-ommags.png,Álgebra,Repaso-de-progresiones-y-otras-sumas.pdf,"Desconocido",Básico - Intermedio,"¿Te he contado la trágica historia del maestro de Gauss?"
"Residuos, introducción a congruencias","Residuos, introduccion a congruencias",2019,Logo-ommags.png,Teoría de Números,Residuos-introducción-a-congruencias.pdf,"Desconocido",Intermedio,"Lo que sobra importa."
"Resolución de ecuaciones de primer grado","Resolucion de ecuaciones de primer grado",2022,Logo.png,Álgebra,Resolución-de-ecuaciones-de-primer-grado.pdf,"Ángel Manuel González López",Intermedio,"Hay una letra ahí, ¿qué hago con ella?"
"Semejanzas de triángulos. Teorema de Tales. Teorema de la bisectriz. Teorema del seno","Semejanzas de triangulos. Teorema de Tales. Teorema de la bisectriz. Teorema del seno",2011,Logo-acm.png,Geometría,Semejanzas-de-triángulos-Teorema-de-Tales-Teorema-de-la-bisectriz-Teorema-del-seno.pdf,"Sofía Taylor",Básico - Intermedio - Avanzado,"Esos dos triángulos como que se parecen."
"Separadores y caminos","Separadores y caminos",2020,Logo-ommags.png,Combinatoria,Separadores-y-caminos.pdf,"Erik Orson Delgado Romo",Intermedio,"Separando caminos, caminemos separados."
"Sistemas de congruencias","Sistemas de congruencias",2020,Logo-ommags.png,Teoría de Números,Sistemas-de-congruencias.pdf,"Daniel Tzoali Arroyo Valdivia",Intermedio,"En lugar de ecuaciones, congruencias."
"Sistemas de numeración","Sistemas de numeracion",2020,Logo-ommags.png,Teoría de Números,Sistemas-de-numeración.pdf,"Elías Loyola Campos",Intermedio,"Hay más maneras de contar que con tus dígitos."
"Solución de ecuaciones","Solucion de ecuaciones",2019,Logo-ommags.png,Álgebra,Solución-de-ecuaciones.pdf,"Desconocido",Intermedio,"El problema de la igualdad es antiguo."
"Sucesiones","Sucesiones",2020,Logo-ommags.png,Álgebra,Sucesiones.pdf,"Ricardo Antonio Gutiérrez Esparza",Básico,"Consecuencias, con secuencias."
"Suma de dígitos y otros asuntos","Suma de digitos y otros asuntos",2018,Logo-ommgto.png,Teoría de Números,Suma-de-dígitos-y-otros-asuntos.pdf,"Desconocido",Intermedio,"Es curioso: hay, efectivamente, 10 dígitos a tu disposición."
"Sumas telescópicas","Sumas telescopicas",2019,Logo-ommags.png,Álgebra,Sumas-telescópicas-1.pdf,"Desconocido",Intermedio,"Colapsa, como yo; digo, como un telescopio."
"Sumas telescópicas","Sumas telescopicas",2020,Logo-ommags.png,Álgebra,Sumas-telescópicas.pdf,"Ricardo Antonio Gutiérrez Esparza",Intermedio,"[Colapso]"
"Sumas","Sumas",2018,Logo-ommags.png,Teoría de Números,Sumas.pdf,"T. Uscanga",Básico,"¿Tú sí sabes sumar? Yo no."
"Tales y semejanza","Tales y semejanza",2020,Logo-ommags.png,Geometría,Tales-y-semejanza.pdf,"Laura Soledad Casillas Serna",Intermedio,"Tales vio que se parecían; tales eran sus observaciones."
"Teorema chino del residuo, órdenes y residuos cuadráticos","Teorema chino del residuo, ordenes y residuos cuadraticos",2018,Logo-ommgto.png,Teoría de Números,Teorema-chino-del-residuo-órdenes-y-residuos-cuadráticos.pdf,"Myriam Hernández Ketchul",Intermedio - Avanzado,"¿Qué sobra?"
"Teorema chino del residuo","Teorema chino del residuo",2021,Logo-ommgto.png,Teoría de Números,Teorema-chino-del-residuo.pdf,"Jesús Liceaga",Intermedio,"Sistemas congruentes de congruencias."
"Teorema de Pitágoras","Teorema de Pitagoras",2018,Logo-ommags.png,Geometría,Teorema-de-Pitágoras-1.pdf,"Desconocido",Básico - Intermedio,"Seguro lo conoces, ¿lo entiendes?"
"Teorema de Pitágoras","Teorema de Pitagoras",2020,Logo-ommags.png,Geometría,Teorema-de-Pitágoras.pdf,"Laura Soledad Casillas Serna",Básico,"Probablemente te lo sepas de memoria, ¿lo sabes usar?"
"Teorema de Stewart y círculo de Apolonio","Teorema de Stewart y circulo de Apolonio",2011,Logo-acm.png,Geometría,Teorema-de-Stewart-y-círculo-de-Apolonio.pdf,"Mauricio Marcano",Avanzado,"Como que se parece a Pitágoras, ¿no?"
"Teorema de Tales, semejanza y congruencia","Teorema de Tales, semejanza y congruencia",2017,Logo-ommags.png,Geometría,Teorema-de-Tales-semejanza-y-congruencia.pdf,"Gustavo Meza García",Básico,"Triangulos Tales que se parecen, o Tales que son iguales."
"Teorema de Tales y semejanza","Teorema de Tales y semejanza",2018,Logo-ommags.png,Geometría,Teorema-de-Tales-y-semejanza.pdf,"Desconocido",Intermedio,"Paralelas Tales que..."
"Teorema de la bisectriz","Teorema de la bisectriz",2022,Logo.png,Geometría,Teorema-de-la-bisectriz.pdf,"Alfredo Hernández Estrada",Intermedio,"Una semejanza escondida."
"Teorema fundamental de la Aritmética y números primos","Teorema fundamental de la Aritmetica y numeros primos",2019,Logo-ommags.png,Teoría de Números,Teorema-fundamental-de-la-aritmética-y-números-primos.pdf,"Desconocido",Básico - Intermedio,"Es tan importante, que le decimos fundamental."
"Teorema fundamental de la Aritmética","Teorema fundamental de la Aritmetica",2020,Logo-ommags.png,Teoría de Números,Teorema-fundamental-de-la-Aritmética.pdf,"Daniela Maribel Trancoso Cervantes",Básico - Intermedio,"Es importante, por eso le dicen fundamental."
"Teoremas de Ceva y Menelao","Teoremas de Ceva y Menelao",2011,Logo-acm.png,Geometría,Teoremas-de-Ceva-y-Menelao-1.pdf,"Desconocido",Avanzado,"¿Cuándo concurrimos?, ¿cuándo nos alineamos?"
"Teoremas de Ceva y Menelao","Teoremas de Ceva y Menelao",2020,Logo-ommgto.png,Geometría,Teoremas-de-Ceva-y-Menelao.pdf,"Israel Bonal Rodríguez",Avanzado,"Coincideremos aquí."
"Trigonometría","Trigonometria",2011,Logo-acm.png,Geometría,Trigonometría.pdf,"Estefanía Ordaz",Avanzado,"No, no es medir trigo."
"Trigonometría","Trigonometria",2024,Logo-ommgto.png,Geometría,Trigonometría-1.pdf,"Jesús Rodríguez Viorato",Avanzado,"No, no es medir trigo."
"Circunferencias y Cuadriláteros Cíclicos","Circunferencias y Cuadrilateros Ciclicos",2016,Logo-ommbc.png,Geometría,Circunferencias-y-Cuadriláteros-Cíclicos.pdf,"Lulú",Intermedio - Avanzado,"Si se ponen todos en un círculo, hacen un cíclico."
"Módulos y Teoremas de Divisibilidad","Modulos y Teoremas de Divisibilidad",2016,Logo-ommbc.png,Teoría de Números,Módulos-y-Teoremas-de-Divisibilidad.pdf,"Lulú",Intermedio,"¿Me guardan lo que sobran?"
"Ángulos y líneas paralelas","Angulos y lineas paralelas",2016,Logo-ommbc.png,Geometría,Ángulos-y-líneas-paralelas.pdf,"Lulú",Básico,"Un tema angular, genera paralelismos no cinematográficos."
"Teorema de Tales, Semejanzas y Congruencias","Teorema de Tales, Semejanzas y Congruencias",2016,Logo-ommbc.png,Geometría,Teorema-de-Tales-Semejanzas-y-Congruencias.pdf,"Lulú",Intermedio,"Tales que son semejantes, ¿o eran congruentes?"
"Combinaciones y Permutaciones","Combinaciones y Permutaciones",2016,Logo-ommbc.png,Combinatoria,Combinaciones-y-Permutaciones.pdf,"Lulú",Básico - Intermedio,"Esas cosas no combinan, permutan."
"Estrategias en combinatoria","Estrategias en combinatoria",2017,Logo-ommbc.png,Combinatoria,Estrategias-en-combinatoria.pdf,"A. Favela",Básico,"No es un juego, pero a veces sí."
"Curso de Resolución de Problemas","Curso de Resolucion de Problemas",2016,Logo-ommbc.png,Métodos de ataque de problemas,Demostraciones-1.pdf,"Adrián Favela",Básico - Intermedio,"Resolver nunca fue tan sencillo, y no volverá a serlo."
"Teorema Fundamental de la Aritmética y Residuos","Teorema Fundamental de la Aritmetica y Residuos",2016,Logo-ommbc.png,Teoría de Números,Teorema-Fundamental-de-la-Aritmética-y-Residuos.pdf,"Lulú",Intermedio,"Cuida lo que sobra, es fundamental."
"Teorema de los Pichones","Teorema de los Pichones",2016,Logo-ommbc.png,Métodos de ataque de problemas,Teorema-de-los-Pichones.pdf,"Lulú",Básico - Intermedio,"Cucurrucucú..."
"Principios de combinatoria","Principios de combinatoria",2016,Logo-ommbc.png,Combinatoria,Principios-de-combinatoria.pdf,"Lulú",Básico,"Aquí empiezas a combinar, permutar (o sólo sumar y restar)."
"Jueguitos","Jueguitos",2016,Logo-ommbc.png,Combinatoria,Jueguitos.pdf,"Lulú",Intermedio - Avanzado,"Es divertido jugar juegos, a veces."
"Estrategias numéricas","Estrategias numericas",2017,Logo-ommbc.png,Teoría de Números,Estrategias-numéricas.pdf,"A. Favela",Básico,"Hay que ser estratégico con los números, y numérico con las estrategias."
"Polinomios","Polinomios",2016,Logo-ommbc.png,Álgebra,Polinomios-1.pdf,"Lulú",Intermedio,"Muchos nomios, es horrible."
"Principios de Invarianza y Extremal","Principios de Invarianza y Extremal",2015,Logo-ommbc.png,Métodos de ataque de problemas,Principios-de-Invarianza-y-Extremal.pdf,"Clemente",Intermedio,"Hay cosas extremas y cosas que no cambian. Tú estás en medio."
"Funciones aritméticas, Fermal, Euler, Wilson y teorema chino del residuo","Funciones aritmeticas, Fermal, Euler, Wilson y teorema chino del residuo",2015,Logo-ommbc.png,Teoría de Números,Funciones-aritméticas-Fermat-Euler-Wilson-y-teorema-chino-del-residuo.pdf,"Argel",Intermedio - Avanzado,"Muchos nombres en un título, pocos números naturales."
